"zpUaS","efdml","vNqhQ","llwez","CVFLD","DwRsZ","gUGeA","jdTsK","CvVUB","vBztq","NvwZr","bGZSr","capGG","irUbB","AlueB","SSAtf","fnPwi","pHZXE","qzjdp","NDapo","GkCZP","wMcue","NkQeJ","uAkMU","Gpgqk","tGwHt","LEoAr","tFErF","lRGmA","iaDHy","ScDgC","IfPOJ","lvKEs","PwEPl","UUZzB","vHeBx","AoZbU"
"B","A","D","C","C","A","B","C","A","C",NA,"A",NA,"B","B","B","C","B","A","C","D","B","A","D","B","A","B","B","A","D","B","C","B","F","C","B","A"
NA,"C","E","A","A","C","C","A","A","C","A","A","C","B","A","C","A",NA,NA,"C","B","E","A","D","A",NA,"A","B","B","D","B","C","C","D","A","C","A"
"B","A","D","C","C","A","E","E",NA,"C","B","B","B","B",NA,"B","A","B","A",NA,"D","B","A",NA,"B","B","B","A","D","E","A",NA,NA,"D","A","A","B"
"A","C","D","C","B","B","A","D",NA,"C","D","B",NA,"B",NA,"C","C","B","A","B",NA,"C","A",NA,"C","B","B",NA,"B","F","B","E","E","A","C","C","B"
"C","E","D","C","C","C",NA,"E","B","A","A","A","E","A","B","B","A","B",NA,"C","D","A","A","C","C","A","A",NA,"A","E","A",NA,"A","F","B","D","A"
"B","F","D","A","C","C","A","C","B","C",NA,"A",NA,"B","A","C","C","B",NA,NA,"B","B","A","D",NA,NA,"B","E","D","F","B",NA,"D","A","C","D","B"
NA,"F","D","B","B","C","D","E","B","B",NA,"A","F","B",NA,NA,"A",NA,NA,"B","D","D","A",NA,"C",NA,"B",NA,"C","B","B","B","E","E","B","C","A"
"C","A","B","A","C","B","C","A","A","A","B","A","C","B",NA,NA,"A",NA,NA,NA,"D","D","A","B","D","B","A","F","C","D","B","E","E","B","C","C","B"
"C","A","E","B","B","C","C","E","A","A","B","A","F","A","A","A","B","B","A","E","B","A","A","A",NA,NA,"A","E","A",NA,"B","B","E","D","A","E","A"
"A","F","D","C","C","C",NA,"E",NA,"C","C","A",NA,"B","A","C","B",NA,NA,NA,"D","A","A",NA,"A","A","B",NA,"A","F","B","D","E","F","B","D","A"
"A","A","E","A","B","A","D","E","A","B","B","A","C","B",NA,"C","A","A",NA,NA,"B","C","A",NA,NA,"A","A","B","A","F","B",NA,"B","E","C","C","A"
"C","F","B","B","B","C","E","D","D","B","E","A","A","B",NA,"C","A","A","A","B",NA,"A","A",NA,NA,NA,"B","B","A","E","B","B","D","B","B","C","B"
"C","C","E","C","B","B",NA,"D",NA,"C",NA,"C",NA,"B","A","C","A","A","A","C",NA,"A","A",NA,"C","A","B",NA,"D","E","A",NA,NA,"F","C","B","B"
"A","A","D","B","B","A","C","D","B","C",NA,"A","F","B","A","B","C","B",NA,"E","B","F","A","C","D","A","A","B","A","B","A","B",NA,"A","A","F","B"
"C","F","E","A","C","C","C","D","D","A",NA,"A","A","B","A","B","B","B","A","B","D","B","B","C","D","B","A","E","D",NA,"B","E","E","A","C","A","A"
"B","F","D","B","C","C","A","D","B","A","B","C","F","B","A","C","C","A","A",NA,"B","F","A",NA,"C","A","B",NA,"D","C","B","B","D","A","A","D","A"
"B","F","D","B","A","C",NA,"A","B","A","D","B","E","B",NA,"B","B","B","A","B",NA,"B","A",NA,"A","A","B",NA,"C",NA,"B","E","B","A","A","B","B"
"B","C","D","A","B","B","E","A","A","A",NA,"A","C","B","A","A","C","B","A",NA,"D","D","A","D","A","A","A",NA,"C","D","B","D","A","B","A","C","A"
NA,"A","E","A","A","B","D","C",NA,"B","A","B","E","A","A","B","A",NA,"A","C",NA,"D","A","A","A","B","A","A","D","F","B","D","E","D","C","C","B"
NA,"F","D","A","C","A","D","D","B","B","D","A","A","B",NA,"C","B",NA,"A",NA,"B","D","A","C",NA,"A","A","E","B","B","B","B","E","B","B","C","B"
"A","F","E","A","B","C",NA,"D","B","B",NA,"C",NA,"B",NA,"C","A","A","A","E",NA,"B","A","D","C",NA,"B","C","C","D","B","E","B","C","A","D","B"
"B","A","E","C","B","C","D","B","A","A","B","A","E","B",NA,"C","B",NA,"A","B","B","D","A","B",NA,"A","A","F","C","D","B","B","B","D","B","D","A"
"A","A","E","B","B","A","E","B",NA,"B","E","C","B","A","B","C","B","A",NA,"C","B","B","A","D","C","B","A","E","D",NA,"A",NA,NA,"B","A","B","B"
"B","E","D","A","B","C","C","E","F","C","D","B","D","B",NA,"C","B","B","A",NA,"B","F","A","D",NA,"A","A",NA,"D",NA,"B","B","A","D","B","F","A"
NA,"F","E","B","C","B",NA,"E","B","B",NA,"A",NA,"B",NA,"B","A",NA,NA,NA,NA,"F","A",NA,"C","A","B","B","C","D","A",NA,"E","F","B","B","B"
"A","F","D","A","C","C","C","E",NA,"B","E","B",NA,"B","B","B","C","A","A",NA,"B","F","A",NA,NA,NA,"B","B","D","E","B","B","A","D","C","D","A"
"B","A","E","A","C","C","E","A","B","A","D","B","F","A","A",NA,"B","B","A",NA,"B","F","A","D",NA,NA,"A","E","A",NA,"B","B","A","C","B","C","B"
NA,"F","B","B","C","A","A","D","B","A","A","B",NA,"B",NA,"C","B","B","A","B",NA,"B","A","A","B","A","B","E","C",NA,"B","A",NA,"B","C","C","B"
"C","F","D","A","C","C","C","C","B","B","A","C","A","B",NA,NA,"B","B","B","E","B","D","B",NA,NA,NA,"B",NA,"B",NA,"B","B",NA,"B","B","D","A"
"B","F","B","C","B","A","D","C",NA,"A",NA,"A","C","B",NA,"C","A","B",NA,NA,NA,"F","A","D","A",NA,"A","E","D",NA,"B","B","E","F","B","B","A"
NA,"F","D","B","B","C","A","A","A","C","D","A","E","B",NA,NA,"A","B",NA,NA,"B","D","A",NA,"A",NA,"B",NA,"B","B","A",NA,NA,"A","B","F","B"
NA,"A","D","B","B","A",NA,"B",NA,"A",NA,"A","A","B","A","C","A","B",NA,NA,"B","F","B","B","C","A","A",NA,"D","E","A",NA,"D","F","B","A","A"
"B","A","D","C","A","B","E","A","D","B",NA,"A","C","A","A","C","A","B",NA,"C","D","F","A","D","A","A","A","F","C","C","B","D","B","A","B","B","B"
"B","D","B","A","A","C","D","B","A","A","E","C",NA,"B","A","B","B",NA,"A",NA,NA,"C","A",NA,NA,NA,"B","F","A","F","B","C","D","B","B","D","B"
"A","F","D","A","A","A","E","A","B","C","C","C","A","B",NA,"C","A",NA,"A",NA,"B","B","A","D",NA,"A","A",NA,"B","E","A",NA,NA,"E","A","E","B"
"C","A","B","A","C","A","E","A",NA,"A",NA,"A",NA,"B",NA,"B","C","B","B","B","B","A","A","B",NA,NA,"A","E","D","E","A",NA,NA,"E","A","E","B"
"A","F","D","A","C","C","C","C","B","B","D","A","D","B","B","A","C","B",NA,"B",NA,"B","A","D",NA,"A","B",NA,"C","E","B","B","A","D","A","E","B"
"B","C","D","C","C","B","E","E","F","B",NA,"B","A","B",NA,"A","B","A",NA,NA,"B","A","A",NA,"C","A","B","B","B","D","A",NA,NA,"D","C","F","A"
"C","F","D","A","B","C","E","E","F","A","A","B","F","B","A","B","B","A","A","D","D","A","A",NA,NA,"B","B",NA,"C",NA,"A","B",NA,"A","A","B","B"
"B","F","D","A","B","B",NA,"B",NA,"A",NA,"A","B","B",NA,"C","B","A",NA,"E","D","B","A","D",NA,"A","A","B","D",NA,"A",NA,NA,"C","B","D","A"
"B","C","D","A","C","A",NA,"D","A","A","B","C","B","B","A",NA,"B","B","B",NA,"B","C","A","D","D",NA,"A","B","D","F","B","D","B","F","C","F","A"
NA,"A","E","A","C","A","D","E","B","B","B","A","C","B","A",NA,"A",NA,NA,NA,"D","D","A","D",NA,"B","A","F","A","E","B","B","B","F","B","B","B"
"B","F","D","A","C","B","C","D",NA,"A","B","A","F","B",NA,NA,"C","A",NA,NA,"B","D","A","D",NA,"A","A","B","D",NA,"B","D","E","E","B","D","B"
"C","A","B","A","B","C","A","D","D","A","E","B","A","A","A","C","A","B","B","E","B","B","A",NA,NA,"A","B","B","D","E","A","D","E","B","A","A","B"
"C","C","E","B","C","C","C","A","A","B","E","C",NA,"B",NA,"C","C","A","A",NA,"D","C","A",NA,"C",NA,"B","B","D","D","A",NA,NA,"F","C","E","B"
"C","A","E","A","C","C","C","A","A","B",NA,"A",NA,"B",NA,"B","C",NA,NA,"D",NA,"A","A","C",NA,NA,"A","F","A","E","A",NA,NA,"D","B","E","B"
NA,"F","D","B","C","A","D","C","A","A","A","C","D","B","A",NA,"A",NA,"A",NA,NA,"D","A","D",NA,"B","A",NA,"B","D","A",NA,"E","D","B","A","B"
"B","A","B","A","B","A","E","E","B","B","A","B",NA,"B",NA,"B","A","B","A",NA,NA,"E","A","D","C","A","B","E","A","E","B",NA,"A","D","A","B","B"
NA,"A","E","A","B","B","E","A","B","B","E","B","A","B",NA,"C","B","A",NA,NA,NA,"F","A","D",NA,"A","B","F","C",NA,"B","B","B","E","A","C","B"
"C","A","D","A","C","C","A","A","B","B","A","B","E","B",NA,"B","B","B","A",NA,"D","A","A","C","C",NA,"A",NA,"C","C","A","E","A","A","C","A","B"
NA,"F","D","B","C","B",NA,"D",NA,"B",NA,"A",NA,"B","A",NA,"A","A",NA,NA,"B","C","A",NA,"C","A","B",NA,"D",NA,"A",NA,NA,"F","B","A","B"
"A","A","B","B","C","A","A","A","D","B","A","B","F","B",NA,NA,"A",NA,"A",NA,"B","D","B","D","D","B","A","A","C",NA,"B","B","D","D","C","B","B"
"B","A","D","A","A","C","A","E","A","B",NA,"A",NA,"B","A","B","A","A",NA,NA,NA,"A","A",NA,"C","A","B","B","B","F","A","B",NA,"A","C","A","A"
"B","A","E","B","B","A",NA,"A","B","C","C","C",NA,"A","A","B","A","A",NA,"E",NA,"C","A",NA,NA,"B","B",NA,"A","E","A","B",NA,"D","B","B","B"
"C","A","E","B","B","C","D","A","B","C","C","A","A","B","A","C","A","B",NA,"E","D","B","A","A","C","B","A","A","D","E","B",NA,"E","F","B","F","B"
"B","A","D","A","C","C","C","A","B","C","A","C","C","A","B","C","B","A",NA,"E","B","F","A",NA,NA,"A","B",NA,"B",NA,"A",NA,"A","C","C","A","A"
"A","A","D","B","C","A","C","E",NA,"A",NA,"A","E","B","B","C","C",NA,NA,NA,NA,"C","A",NA,"C","A","B",NA,"D","F","B","B","D","D","B","B","B"
"A","F","D","A","B","B",NA,"D",NA,"C","D","C",NA,"B",NA,"B","A","A","A",NA,NA,"F","A",NA,"D",NA,"B",NA,"D","E","A",NA,"A","F","C","F","B"
"B","F","B","A","C","B","C","C",NA,"C","E","C","C","B","A","C","B","B","A","C",NA,"B","A",NA,"A","A","B","F","D",NA,"B","E","E","A","B","F","B"
"A","F","D","B","B","C","E","B",NA,"A","A","C","C","A","A","B","C","B","A","B","B","F","A","D","A",NA,"A",NA,"D","E","A",NA,"E","E","A","B","B"
"B","F","E","C","C","C","D","A","A","A","C","C",NA,"B",NA,"C","A","B","A","C","B","F","A","D","A","A","B","F","C","D","A",NA,"E","D","B","A","B"
"B","F","E","A","C","B","E","D",NA,"A","D","C","A","B",NA,"B","C","B","A","E","B","F","A",NA,NA,"A","B","B","D","E","A",NA,NA,"B","B","B","B"
"B","E","D","C","B","B","C","C","A","C",NA,"A","F","B",NA,NA,"B","B",NA,"B",NA,"B","A","D",NA,"A","B",NA,"B",NA,"B","C","E","A","C","C","B"
NA,"A","D","A","C","C","C","B","B","A","B","C","C","A","A",NA,"B",NA,"B","C","B","D","A","C",NA,"A","A",NA,"D",NA,"B","C","B","D","B","C","B"
NA,"F","D","A","C","B",NA,"E","A","A",NA,"A","F","A","B",NA,"A","A",NA,"B",NA,"F","A",NA,NA,"A","B","C","A","F","B","A","A","B","B","B","A"
"B","F","D","B","B","A",NA,"D","B","C","C","A","C","B",NA,"B","C","B","A",NA,"B","B","A","D","C","A","A","E","D","E","B","C","E","B","C","C","A"
"C","F","D","B","C","B","D","C",NA,"C","A","A",NA,"B","A","B","A","B","A","E",NA,"F","A",NA,"A","A","B",NA,"D","E","B","E",NA,"B","B","C","A"
"B","F","E","B","B","A",NA,"D",NA,"A","A","C",NA,"B",NA,NA,"C","A","A",NA,NA,"D","A",NA,NA,"A","B","E","D","E","B",NA,"D","B","B","A","B"
"A","F","B","C","B","A","C","D","B","B","A","B","C","B",NA,NA,"B","B","A","B","D","A","A","D","A",NA,"A","F","C","C","B","C","D","C","B","E","B"
"B","A","E","C","B","B","C","E","A","A",NA,"A",NA,"B","A","C","B","B",NA,"E","B","F","A",NA,"A","A","B","F","C","C","B","D","E","F","C","D","B"
"B","A","C","B","C","A","A","B","A","A",NA,"C","E","B","A","C","A","B","B",NA,"E","B","A","D","A","A","A","B","D","E","B",NA,"E","E","B","F","B"
NA,"F","D","C","A","B","C","D","B","A","B","C","C","B","B",NA,"B",NA,NA,NA,NA,"D","A",NA,"C","A","B","F","A","F","A","B","B","C","B","B","B"
NA,"F","B","A","C","C","C","D",NA,"B",NA,"A",NA,"B",NA,"B","A","A",NA,"E",NA,"C","A","C",NA,"A","B","F","C","D","B","B","D","B","B","C","B"
"C","F","D","A","B","C","C","D",NA,"A","D","A",NA,"B",NA,"C","A","B","B","D",NA,"B","A","C",NA,NA,"A","F","D",NA,"A",NA,NA,"B","A","D","A"
NA,"F","D","B","C","A",NA,"A","B","A","B","A","C","B",NA,NA,"C","B","A",NA,"B","D","A","D",NA,"B","A",NA,"C","C","B","B","E","B","A","C","B"
"B","F","D","B","C","C","C","A","B","B",NA,"A","A","B","A","C","C","A","A",NA,"B","A","A","B",NA,NA,"B","E","A","E","B","D",NA,"B","C","B","A"
"B","A","D","A","C","B",NA,"A","A","A","E","C",NA,"B",NA,"B","A","A","A","C",NA,"A","A","D","C","B","B",NA,"D","D","A",NA,NA,"F","B","B","A"
"B","F","E","A","C","C","C","D",NA,"A","D","C",NA,"A","B","C","A","B","A",NA,NA,"B","A","D",NA,NA,"B","B","D","D","A",NA,"E","E","A","A","A"
"B","A","E","B","A","A","C","A","A","C",NA,"A","F","A","A","B","A","A",NA,"E","B","B","A","D","D","A","A","E","D","D","B","B","E","C","A","C","B"
"B","D","E","A","B","A","E","C","C","B",NA,"C",NA,"B",NA,"C","C",NA,"A",NA,NA,"A","A",NA,NA,NA,"B","E","A","E","A","C",NA,"E","B","B","A"
"A","F","B","A","C","A","D","D","D","B","D","A","F","B",NA,"B","A","A","A",NA,"B","F","A","C","D","A","A","E","D","E","B","B","D","F","C","B","A"
NA,"A","D","B","B","C",NA,"A","A","C","E","B","F","B","B","C","C","B","A","E","D","B","A","D","D","A","A","A","D","F","A","C",NA,"F","C","B","B"
NA,"F","E","A","B","B","B","D","A","B",NA,"A","E","B",NA,"C","B","A",NA,NA,NA,"D","A","D",NA,"A","B","E","C",NA,"A","B","E","E","C","A","B"
"B","F","D","B","B","B","C","D","A","A",NA,"A",NA,"A","A",NA,"A","B","B","B","B","D","A","D",NA,"B","B",NA,"C","D","A",NA,"B","E","C","A","A"
"A","C","D","A","C","C","A","C","B","C",NA,"A","E","B",NA,"B","A","B","A",NA,"B","F","A","C",NA,"B","A","A","A","E","A",NA,NA,"A","C","B","A"
"B","F","B","A","C","C",NA,"C",NA,"A",NA,"B","F","B","A","B","A","A",NA,NA,"D","A","A","D","D",NA,"A","E","D","E","A","D","E","E","C","A","B"
"B","F","E","B","A","B","D","E","B","B","D","C","A","B","A","C","B","B","B",NA,"B","F","A","B","C","A","A",NA,"A","E","B","C","B","C","B","C","A"
"B","C","D","B","C","C","C","D","B","B",NA,"A","A","B",NA,"C","B","B",NA,"B","D","F","A","D","C","A","A","B","B","E","A","B","D","A","C","F","A"
"B","A","B","B","C","A","C","B","F","A","D","A","A","B",NA,"B","A","A",NA,NA,NA,"A","A","D","D","B","A","B","B","D","B","A","B","A","B","E","B"
"C","F","E","A","B","A","D","E","B","C","D","A","C","B",NA,NA,"C",NA,"A",NA,"B","D","A","A",NA,"A","A","E","D","B","A",NA,NA,"B","B","E","B"
"B","A","D","B","A","A","C","A","B","B","C","B","A","B",NA,"B","C","A","B",NA,"B","A","A",NA,"C","A","B",NA,"A","E","A",NA,NA,"B","B","A","B"
"C","F","E","B","C","B",NA,"B","A","A","A","C",NA,"B",NA,"C","A","A","A",NA,"B","D","A","A","C","B","B","A","B","B","A",NA,"D","F","C","B","A"
"B","F","E","A","A","C","E","C","A","A",NA,"B",NA,"B",NA,NA,"A","B","A",NA,"B","D","B","D","D","A","B","F","A","B","B","B","A","B","A","C","B"
NA,"C","D","B","C","C",NA,"A",NA,"A","D","C","F","B",NA,NA,"A",NA,"B","A","B","D","A","D","D",NA,"A","E","D","F","B","D","E","E","C","C","A"
NA,"F","E","A","B","A",NA,"A","A","A",NA,"B",NA,"B",NA,NA,"B","A","A",NA,"B","D","A","D",NA,"B","A","B","C",NA,"B","C","E","F","A","F","B"
"B","A","D","C","A","B","D","E","D","A","D","C",NA,"B",NA,NA,"B",NA,"A",NA,"D","D","A",NA,"B","A","B",NA,"A",NA,"A",NA,NA,"B","B","E","A"
NA,"A","D","A","A","C","C","E","A","C","E","A",NA,"A","A",NA,"B",NA,NA,NA,NA,"D","A",NA,NA,"A","B","E","C","E","B","B","E","D","C","C","B"
"C","A","D","A","B","C",NA,"E","B","C",NA,"A","F","B","A","B","C","A","A",NA,"B","E","A",NA,NA,NA,"A",NA,"B","D","A",NA,NA,"A","B","A","A"
"C","A","B","C","B","A",NA,"B","B","A","B","C","A","B","A","B","C","A","A",NA,NA,"F","A",NA,"A","B","B","A","B",NA,"A",NA,NA,"F","A","B","A"
"A","A","D","A","B","B","C","E",NA,"A","F","C",NA,"A","A","C","B","B","A","E",NA,"C","A",NA,"A","A","B",NA,"C","C","A",NA,NA,"A","B","A","B"
"B","C","E","B","B","A","D","A","A","C","D","B","C","B",NA,"B","A",NA,"A","B",NA,"A","A",NA,"C",NA,"B","F","C","C","A",NA,NA,"A","B","C","B"
"B","F","D","A","C","B","D","E",NA,"C","B","C",NA,"B",NA,NA,"A","A","A",NA,"B","D","A","D",NA,"B","B",NA,"A","F","A",NA,NA,"C","B","C","A"
"A","F","D","C","C","C","E","E","C","A","A","B","F","B",NA,"C","B","B","A",NA,"D","C","A","D","A",NA,"A",NA,"B","E","A","C",NA,"C","B","B","A"
"C","F","E","A","B","A","E","D","B","A","B","C","A","B","A","B","C","A","A","E","B","B","A",NA,"C","A","A",NA,"D","E","A","B","D","D","A","C","B"
"B","F","D","A","B","C",NA,"D","F","C","D","C","B","B",NA,"B","B","A","B",NA,"C","E","A","D",NA,NA,"A","E","A",NA,"B","C","E","C","A","C","B"
"A","F","D","B","C","B",NA,"C",NA,"B","D","C",NA,"B","A","B","B","A","A",NA,NA,"F","A",NA,NA,"B","B","C","D",NA,"A","B","E","D","B","E","A"
"B","F","A","B","C","C","C","D","A","A","A","C",NA,"B","B",NA,"C",NA,NA,"C",NA,"D","A","D","A","A","B","F","A","E","A",NA,NA,"D","C","B","A"
NA,"F","D","B","C","A",NA,"D","B","A",NA,"A","E","B","A",NA,"A",NA,NA,NA,"A","D","A","D","C","A","A",NA,"B","E","B","E",NA,"F","B","C","B"
NA,"F","E","B","B","B","D","D","A","B","E","C","C","B","A",NA,"C",NA,NA,"D","B","B","A","C","A","A","A","B","B",NA,"A",NA,NA,"F","B","A","B"
"A","F","D","C","B","C","A","E","C","A",NA,"A","F","A","A","C","C","A","A","B","B","B","A",NA,"A","A","B","E","D","D","B","C","E","C","B","C","A"
"A","A","E","C","C","B","C","C","C","B","D","C",NA,"B","A",NA,"C","A","A",NA,"B","B","A","C","A","A","A",NA,"C","E","A",NA,"E","C","C","F","A"
"B","F","D","A","B","C","C","D",NA,"A","D","A","B","B",NA,NA,"B","A",NA,NA,NA,"A","A","A",NA,"A","B",NA,"D",NA,"B","C","B","B","B","C","B"
"A","F","D","A","B","C","C","D","A","C","D","B","C","B",NA,"B","C","A","A",NA,"B","B","A","C",NA,NA,"A",NA,"D","D","B","B",NA,"D","A","B","B"
NA,"A","D","A","C","B",NA,"A","B","B",NA,"A","C","B","A",NA,"B",NA,"A",NA,"D","D","A",NA,"C","A","A",NA,"C","C","B","B","B","F","B","C","A"
"B","A","E","C","B","B",NA,"A","B","C",NA,"C","C","B",NA,"C","B","B","B",NA,"D","C","A","D","A","B","B","A","D","D","B","D","B","F","C","D","A"
"B","F","E","A","B","C",NA,"D","A","A","D","B","A","B","A","A","C","B","A",NA,"C","B","A",NA,NA,"A","B","E","A","E","B","B","B","A","C","D","B"
"A","E","E","B","C","C","C","E","D","B",NA,"A",NA,"B",NA,"C","B",NA,NA,"B","B","B","B",NA,NA,NA,"B","F","B",NA,"B","E","B","A","A","C","B"
NA,"A","E","A","C","A","A","A","D","A","E","B","A","B","B","C","B","A","A","E","D","E","A","B",NA,"B","A","B","B","D","A",NA,"B","E","C","B","B"
"C","F","E","A","C","A","A","C",NA,"A",NA,"A",NA,"B","A","B","A","A","A",NA,NA,"A","A",NA,NA,"A","B","B","D","F","B","E","D","C","C","C","B"
"C","F","D","B","B","C",NA,"B","A","C","D","B","C","B",NA,"B","C","A","A","C","B","C","A","A","C","A","A",NA,"C","C","A",NA,"E","B","C","C","B"
"B","A","D","C","C","C","C","E","B","A","E","C",NA,"B","B","C","A","B","A",NA,NA,"F","A","B","A",NA,"B",NA,"B","D","A",NA,NA,"B","B","D","B"
NA,"A","D","A","C","A","E","D",NA,"A","A","B","A","B",NA,NA,"C",NA,"A",NA,"C","D","A","D",NA,NA,"A",NA,"D","E","B","E","D","B","B","B","B"
"B","A","D","A","C","B","C","E","B","A",NA,"C","D","A","B","B","C","A","A","C",NA,"A","A","D",NA,"A","B",NA,"A","D","A","C",NA,"E","B","C","A"
"A","F","D","A","B","A","D","D","B","C","A","B","F","B",NA,NA,"C","A","A",NA,NA,"F","A","D",NA,NA,"A",NA,"C","B","A",NA,NA,"D","B","B","A"
"B","A","E","A","B","B",NA,"E","B","C","D","A","D","B","A",NA,"B",NA,NA,NA,NA,"C","A","D","C","A","B",NA,"A",NA,"B","B","D","D","C","C","B"
"A","A","D","A","B","C",NA,"A",NA,"B",NA,"A","A","B",NA,"C","B","B","A","C","B","B","A","D",NA,NA,"B","F","A",NA,"A",NA,"A","F","A","A","B"
"B","F","D","B","B","B","E","D","A","C","C","C","E","B","B","C","C","A","A","E","B","E","A","D",NA,"A","B",NA,"B",NA,"A","B",NA,"A","B","A","A"
"A","F","D","A","C","B","C","E",NA,"B","D","A",NA,"B","A","C","B","B",NA,NA,NA,"B","A","D","C","B","B",NA,"D",NA,"B",NA,"B","B","C","F","A"
"B","F","D","A","A","C",NA,"B",NA,"A",NA,"A",NA,"B",NA,"B","C","A",NA,"D",NA,"B","A",NA,NA,NA,"B","B","D","D","B","B","D","F","B","B","B"
"A","C","D","A","C","C",NA,"D","B","B","F","C","C","A","A","C","B","B","A","E","B","C","A","D","A",NA,"A","B","A",NA,"A",NA,NA,"F","C","C","B"
"B","A","D","A","B","B",NA,"E","A","B","B","C","B","B","A",NA,"B",NA,"A",NA,"B","D","A","B","D","B","A","A","C",NA,"B","E","D","F","C","C","A"
"B","F","D","B","B","C","C","E","B","A","B","C","A","B",NA,"B","B","A","A",NA,NA,"A","A","D","A","A","A","B","A","E","A",NA,NA,"D","B","B","B"
"B","A","D","A","C","B","C","B","A","B",NA,"A",NA,"B",NA,NA,"C",NA,NA,NA,"B","D","B",NA,"D","B","B",NA,"A","E","B","B","A","A","B","D","A"
"A","F","D","A","C","C",NA,"D","B","B",NA,"A",NA,"B","A","B","C","B",NA,NA,"D","F","A","D","C","A","A",NA,"B","F","B","E","E","B","B","E","B"
"A","A","D","A","C","C","D","E",NA,"B",NA,"A","A","A","B","C","A","B",NA,"B","D","E","A","D",NA,NA,"A","E","D","E","B","E","E","F","B","C","A"
"B","F","D","A","B","C","A","E","B","C","B","B","E","B",NA,"A","C","A","A",NA,"B","A","A","D",NA,"B","A",NA,"C","E","B","A","E","D","C","B","A"
"B","D","D","A","B","C",NA,"C","D","A","A","C","A","B",NA,"B","B","A","A",NA,NA,"A","A","D","D","A","B","F","B",NA,"A","D",NA,"D","C","A","B"
"B","F","E","C","C","A","D","D","A","A",NA,"A","E","B","B","B","B","B","A",NA,NA,"B","A","D","A","B","B","A","B","B","A","C",NA,"A","B","A","B"
NA,"F","D","B","C","A","E","D","F","B",NA,"A","A","B","A",NA,"C","A",NA,NA,"B","F","A","B","C","A","B","F","A",NA,"A","B",NA,"B","A","B","B"
"C","A","B","B","B","C","C","A",NA,"A",NA,"A","F","B","A","B","B",NA,"A",NA,"B","F","A","A","A",NA,"A","B","D",NA,"B","B",NA,"B","A","B","A"
"B","F","D","C","C","A","E","D",NA,"C",NA,"A","E","B",NA,"C","C","B",NA,"C",NA,"E","A",NA,"A","A","B",NA,"D","E","B","B","B","A","B","B","B"
"B","A","D","C","A","B","C","A","B","B","B","A",NA,"B","A","B","B","A","A",NA,"B","A","A",NA,"B","A","B",NA,"D","E","B","D","B","B","C","B","A"
"A","A","D","B","C","C","C","A",NA,"C","E","B",NA,"B",NA,"C","C","B","B","E","B","F","A","D","B","A","B","C","D","E","A","D","D","B","B","A","A"
"C","F","D","B","B","C","D","E","B","A","A","C","E","B",NA,"B","A","A","B","B","D","B","A","A","A","A","A",NA,"A","F","B","D","D","E","B","C","B"
"A","E","D","B","B","C","C","B",NA,"C","D","C","F","B","A","B","C","A","B",NA,"C","F","A","D","A","B","A","A","D","E","A","A","D","C","B","A","A"
NA,"A","A","C","C","B","C","D","A","A","D","C","B","A","A",NA,"B",NA,NA,"E","B","D","A","D","B","A","A","F","A","E","A","C",NA,"F","C","A","B"
"B","F","D","A","C","B",NA,"D","A","C","D","A",NA,"B","A","B","B","A",NA,"E",NA,"E","A","D",NA,"A","B",NA,"D",NA,"B","D","B","F","C","D","B"
NA,"F","D","A","B","B","C","D","D","C",NA,"A","E","B","A","B","B","B","A",NA,NA,"E","A",NA,"C","A","B","E","A","F","B","B","D","B","A","D","A"
"B","F","D","A","A","B","D","D","C","C",NA,"A","F","B","A","B","A","B",NA,NA,NA,"B","A","D","C",NA,"A",NA,"D","D","B","B",NA,"B","B","B","B"
"A","F","D","A","A","C","D","A","B","C",NA,"A","E","B",NA,"B","A","A",NA,NA,"B","F","A","C","D","A","A","B","B","B","B","E","E","F","B","D","A"
"B","A","D","C","B","C","E","E","B","B","B","B",NA,"A","B","B","C","B","A","C",NA,"F","A",NA,"B",NA,"B",NA,"C","C","B","D","B","A","B","B","A"
"C","F","E","B","C","C","E","D","D","C",NA,"A",NA,"B",NA,"C","B","A","A","B","B","A","A",NA,NA,"A","B","C","C",NA,"B","E","B","A","B","C","A"
NA,"A","E","A","B","C","C","B","A","A",NA,"A",NA,"B","A","C","B",NA,NA,NA,"B","D","A","D","A",NA,"B","F","C",NA,"B","D","E","E","B","B","B"
"B","C","D","C","B","A",NA,"A","A","A","D","B","A","B","B","B","B","B","A",NA,"B","B","A","D","C","A","A","E","A",NA,"A","B","B","F","A","F","B"
NA,"A","B","C","B","C",NA,"A","B","A","C","C","A","B",NA,"C","B",NA,NA,"B","B","D","A","D",NA,NA,"A","B","C",NA,"A",NA,NA,"F","B","B","A"
"C","F","D","B","B","C","E","D",NA,"B","C","A","B","A","A","C","C","B",NA,"C","B","A","A","B","C","A","A",NA,"D","E","A",NA,"E","B","A","B","A"
"B","A","D","A","A","B","C","E","F","B","B","B","A","B",NA,NA,"B","B","A","C","D","D","A","D",NA,"B","A",NA,"B",NA,"B","B","A","F","A","D","A"
"B","F","B","A","B","A",NA,"A","B","C","B","C",NA,"B",NA,"B","B","A","A","E","D","E","A",NA,"C","A","B","F","C",NA,"B","D",NA,"F","B","D","A"
"B","A","D","B","C","C","E","B","B","A","D","C","B","B","A","C","C","B","B","C","D","B","A",NA,"D","A","B",NA,"C",NA,"B","C","B","A","A","C","A"
