"WYwfp","vhQvJ","tLOHX","RgmKY","FAIJt","uEpzT","QGdLi","Yeylk","QCQtq","EfFHC","INUSU","HKwVn","hBMen","bjoNn","eVSpV","SYltm","Psrrk","aiiZa","wgriv","RcBhT","hgaQp","UtoEB","LmjIf","EaQAS","hkpyF","IOHMH","OMcWd","AJvLt","Lctit","xISFX","LmZyP","kJviW","kgMLV","HtoiS","osOKb","WtGYX","LzfyG","OeKSO","cFJIc","RqRVT","DYMQB","zgjGa","iAdij","cEpaJ","UIirr","gFyTi","pvPbb","PDaYY","UPHgP"
"A","A","B","C","B","A","A",NA,"A","A","A","C","A","B","B","A","D","A","A","B","C","A","D","A",NA,"E","C","C","C","D","C","B","D","A","D","D","A","A","E","D","D","D","E","D","D","B","C","A","A"
"B","D","A",NA,"A","A","D",NA,"A",NA,"B","C","B","E","B","A","B","B",NA,"D","C","A","A","A",NA,"A",NA,NA,"D","D","D","C","A","C","C","D",NA,NA,"A","C","E","A","C","E","E","A","A","E","A"
"C","C","A",NA,"A","C","D","F","A",NA,"C",NA,"B",NA,NA,"A","C","E","A","D","F","B","A","A","F","E","C","C","D","C","C","C","B",NA,"E",NA,NA,NA,"D","A",NA,"B","D","E","E","B","B",NA,"A"
"A","A","A","B","C","A","A","E","B","A","C","E","A",NA,NA,"A","A","C",NA,"B","C","A",NA,"A","B","A","D",NA,"A","C","A","D","A","C",NA,"B","D","E","A","C","A","A","C","E","D","B","C","B","A"
"C","D","A","B","A","B","D","F","B","C",NA,"A","A","B","D","A","A","B","B","C","E","B",NA,"A","F","C","B","C","D",NA,"E","F","B",NA,"F","F","C",NA,"A","D","A","E","C","D","D","B","A","A",NA
"B",NA,"A","A","B","C","B","D","A",NA,"C","C","A",NA,NA,"A","D","E","A","C","A","A","C","B",NA,"D",NA,"A","C",NA,"F","F","A",NA,"A",NA,"C",NA,"D",NA,NA,"D","A","D","D","B","B","B","A"
NA,NA,"B","B","B","C","D",NA,"D","C",NA,"C","B","D",NA,"B","C","C","A","B","C","B",NA,"A","B","B",NA,"B","D",NA,"E","F","B","A","D","A",NA,"F","C",NA,"A","E","B","C","D","A","D",NA,NA
"C","C","A",NA,"C","C","B","E","A",NA,NA,"B",NA,"C",NA,"B","D","A","B","D","D","A","B","A",NA,"D","B","C","A",NA,"C","F","B",NA,"D","D",NA,"F","A","C","A","E","B","D","D","A",NA,NA,NA
NA,"A","A",NA,"C","A","B","D","A","C","A","A","A",NA,"E","A","D","A","A","C","C","A",NA,"B",NA,"C","C","C","C","D","E","B","A","A",NA,"A",NA,"E","A","D","E","D","E","B","A","B","C","C","A"
"A","A","A",NA,"C","B","A","A","A","A",NA,"C",NA,"E",NA,"B","D","A",NA,"D","C","B","B","A","F","E","B",NA,"C","C","B","F","A","C","D",NA,"D","E","C","B","A","B","A","D","D","B","C",NA,"A"
NA,NA,"A","A","B","C","D","F","A",NA,"C","A","B",NA,"B","A","B","E","D","B","F","A",NA,"B","F","A",NA,"C","D","C","E","B","A",NA,"D","A","B",NA,"D","C","A","A","A","C","D","B","B","A","A"
"B","D","A",NA,"A","A","A","D","B",NA,"C","A",NA,"B",NA,"A","A","B","E","C","F","A","B","A","C","B",NA,"B","D",NA,"A","D","B",NA,"E","D","D",NA,"A","C","E","E","A","C","E","B","D",NA,"A"
"B",NA,"A","C","B","C","D","F","B",NA,NA,"C","B","E","C","A","B","A","E","D","C","B","A","A","C","C","B","B","D","A","A","D","B","C","B",NA,NA,"F","A","A","A","D","E","D","D","B","D","B",NA
"C","A","A","D","C","C","D","F","A","C",NA,"C",NA,NA,"C","A","D","E","E","A","A","B",NA,"A","C","C",NA,"C","C",NA,"E","C","A","E","E",NA,NA,"A","A","D",NA,"C","A","D","D","B","A",NA,"A"
"B","D","A",NA,"C","A","D","F","A",NA,NA,"B",NA,"E","B","B","B","E",NA,"A","C","B","B","B","D","C",NA,"A","B","D","C","B","B","C","B","F","C","F","E","C",NA,"B","E","D","E","B",NA,"E","A"
"A",NA,"A",NA,"B","B","E","F","A","C","B","C","A","D","B","B","A","E","F","B","D","A","D","B","F","D",NA,NA,"D",NA,"F","C","D","E","B","B","C","E","D","A","A","D","F","E","D","B","A","F","A"
"B","D","B","C","C","A","D","A","A","B","C",NA,"C","C","B","B","B","C","F","B","D","A","D","A",NA,"B","E","C","A","A","A","B","A",NA,NA,"D","C",NA,"D",NA,"E","A","C","D","D","A",NA,"A",NA
"B",NA,"A","D","B","A","B","E","B","A",NA,"B","A","C","A","A","B","E","A","D","A","A","D","B",NA,"A","C","B","D","D","B","A","D","E","E","A","B","F","E","A","A","D","E","E","D","B","A","C",NA
NA,"D","A","C","B","B","A","F","D","B","C",NA,"B","E",NA,"A","A","A",NA,"C","C","B",NA,"B",NA,"A","C",NA,"D","D","E","F","C","C","B","D","A",NA,"E",NA,"E","D","A","B","D","B","D","F","A"
"B",NA,"B",NA,"B","A","A",NA,"A","C",NA,"D","A","C","D","A","D","A","C","B","C","B","B","A","D","E","B","C","B",NA,"A","B","B",NA,"B","E","D","D","B","D",NA,"E","F","D","D","B",NA,NA,NA
"C","B","B","D","A","A","E","E","A","B",NA,"C","A","F","D","A","C","B",NA,"D","C","A","D","A",NA,"A",NA,NA,"B","C","A","D","B","A","F","C","A","E","A",NA,"A","E","D","D","D","B","A",NA,"A"
"A","D","B","A","C","A","D","F","A",NA,"B","C","C",NA,"C","A","A","E","E","D","B","B","C","B",NA,"A","B",NA,"A","C","A","E","A","C","E","A",NA,"E","D","B","E","D","E","F","D","B","B","E","A"
"C","A","A","B","C","A","A","E","A","B",NA,"C","C","B",NA,"A","B","C","D","A","D","A","A","A",NA,"F","E","C","A","A","F","B","A","C","C","E","D",NA,"D","B","B","A","E","D","D","A","D","F",NA
NA,NA,"B","D","B","A","B","C","A","A","B","A","C","A","B","A","D","B","E","B","C","A",NA,"A",NA,"C","D","C","C","D","E","F","C","C",NA,"D","C","F","E",NA,"C","D","C","E","D","A","B","B","A"
NA,"B","B","C","A","A","D","A","A","B",NA,"C","C","B","A","B","B","A","F","A","A","A","A","A","F","B","E","A","D",NA,"E","B","B","C","A","F",NA,"E","E","C","A","A","A","D","A","B","A","F","A"
"A",NA,"A","C","C","A","B",NA,"A",NA,"C","C","C","D",NA,"A","D","B","E","D","A","B","A","A",NA,"A",NA,NA,"A","D","A","B","A",NA,"E","B","B","B","A","D",NA,"D","C","B","D","B","D","A","A"
"B",NA,"A","C","B","C","A",NA,"A",NA,"C","B","A","A",NA,"B","D","E",NA,"B","C","B","B","A","C","A",NA,"C","D",NA,"A","D","B",NA,"A","D","D","F","A","C",NA,"D","C","B","D","B","C","B","A"
NA,"D","B",NA,"B","B","A","C","A","B","B","C","B","A","A","A","D","E",NA,"A","C","B","D","A","A","E","E","A","A","C","C","C","D","A","D","D","C","F","B","D","A","E","B","C","D","B","D","D",NA
"A",NA,"A","B","B","A","A","E","D","C","A","C","C",NA,"B","B","B","E",NA,"D","C","A","C","A",NA,"F","E","B","D","C","B","A","A","C","F","E","D","F","A","D","E","D","A","E","D","B","B","A","C"
"B",NA,"B","A","B","A","A",NA,"A","C","A","C","C",NA,"C","A","D","C","B","C","A","A","D","A",NA,"E",NA,"A","C","D","F","E","A","A",NA,NA,"C","F","D","B",NA,"E","C","A","D","B","B","A","C"
NA,NA,"A","B","B","C","B",NA,"A",NA,"B",NA,"B",NA,"D","A","A","A",NA,"B","C","A",NA,"A",NA,"B",NA,"B","D","C","E","C","C","C",NA,"F","B","F","D",NA,"A","D","C","D","D","B","B","B","C"
"A","B","A","C","A","C","B",NA,"A",NA,"A","A","A","B","C","A","B","E","B","B","C","A",NA,"A","F","A","B","A","C",NA,"E","D","D","E",NA,"B",NA,NA,"D","D","A","B","C","C","E","B","D","C","A"
"A","B","A","D","C","C","A",NA,"A","C","A","C","B",NA,"C","B","A","E","E","C","A","A","D","A","D","F","D",NA,"A","D","F","C","D","A","A","D","A","A","A","A","A","B","C","C","D","A","B","A","A"
"C",NA,"A","C","B","C","D",NA,"A",NA,NA,"C","A","E",NA,"B","A","E",NA,"C","C","A","C","A","E","A","B",NA,"B","A","B","F","C",NA,NA,"B",NA,NA,"B","D","A","B","C","D","D","A","D","C",NA
"A",NA,"A","B","B","C","D","E","A","C","A","C","B","D","C","A","B","E",NA,"D","A","B","D","B","E","B","C","C","D","A","B","C","A","C",NA,"A","D",NA,"A","B","A","E","C","C","D","A","C","A","A"
"B","B","A","A","B","B","D","F","A","C","A",NA,"B","D","B","A","B","A","A","D","A","A",NA,"A","E","A",NA,NA,"A","C","E","F","D","C","B","B",NA,"E","B","A","E","D","E","B","D","B","B","F","A"
NA,NA,"A",NA,"B","B","D",NA,"B",NA,"B","C","B",NA,"B","A","D","E","E","B","F","A",NA,"A","C","D","D",NA,"B","D","E","F","A","A","F","A",NA,"D","E",NA,"C","E","C","C","D","B","A","B","C"
"A",NA,"A","C","B","B","D",NA,"A",NA,"B","A","B",NA,"E","A","B","E",NA,"D","C","A","A","A","E","A","F",NA,"B",NA,"C","F","B","A",NA,"D","C",NA,"E","C","B","A","C","B","D","A","B","C",NA
"B",NA,"A","C","B","A","D","D","B","B","C",NA,"A","A","B","B","C","A",NA,"B","C","B","C","A","D","C","C","B","A",NA,"F","B","A",NA,NA,"A",NA,"F","C","C",NA,"A","C","A","D","A",NA,NA,NA
"B","C","A","D","B","C","A","B","A",NA,"B","C","A","A","E","A","D","B","E","D","F","A","C","A","F","E",NA,NA,"A",NA,"D","F","D","A","C","F","D","E","A","D","E","B","A","F","D","B","B","B","A"
"A",NA,"A","A","B","B","D",NA,"D",NA,"A","A","A","A",NA,"A","D","A",NA,"D","C","B","A","A","C","E","C","B","D","A","D","F","C","C","F",NA,"A",NA,"B",NA,"E","E","C","F","A","A","D","B",NA
"B","A","A","D","B","A","D",NA,"A",NA,NA,NA,"A","A","B","B","A","B",NA,"D","C","B","C","A",NA,"F","B",NA,"D",NA,"B","E","B","C",NA,"A",NA,"D","A",NA,"A","A","C","D","D","A",NA,"E","A"
"A",NA,"A","B","B","A","D",NA,"A","A","A","A","C",NA,"B","A","D","A","F","C","B","A","C","A",NA,"F","E","C","A",NA,"A","D","C","E","A","A",NA,NA,"E","A","A","B","C","A","D","A","B","F","A"
"A",NA,"B","C","B","B","A","F","B","A","B","C","B",NA,"D","A","A","A","E","D","C","B","A","A","F","C","D","A","B","A","A","A","C","C","C","D","B","C","C","A","B","E","F","B","D","A","B","F","C"
"C",NA,"A","C","B","A","A","D","A",NA,"B","B","A",NA,"A","A","B","B",NA,"D","C","A",NA,"B",NA,"E","D","B","B","C","E","D","B","A","E","C","D","C","B","B","E","B","C","E","D","B",NA,"B","A"
"B","B","A","A","A","A","C","D","A","C",NA,"A","C",NA,"E","B","B","B","E","D","A","B","D","B",NA,"E",NA,"B","D","D","D","F","D",NA,"F","A","C","F","C",NA,"A","A","C","D","D","B","B","B","A"
"B","D","B",NA,"B","A","B","F","A","B","B","B",NA,"A","B","B","D","C","E","D","F","A","B","A","F","E","D","C","D","C","F","B","A","A","F","A","A","E","A","D",NA,"D","B","E","D","B","D",NA,NA
"A","A","A","A","A","C","A","A","A",NA,"A",NA,NA,"F","B","A","B","A",NA,"C","C","A",NA,"B",NA,"F",NA,"A","A","D","E","B","B","C",NA,"D","A","F","A","C",NA,"D","C","E","D","B","C","D",NA
"B",NA,"A",NA,"B","B","A","A","A",NA,NA,"C","A","A",NA,"A","D","A","A","B","C","A",NA,"B","C","F",NA,"C","A",NA,"F","C","C","C",NA,"A","C","F","B",NA,"B","E","A","D","D","B","C","B","A"
"C","C","A","B","A","A","D","E","A","B","A","C","A","C","C","B","C","E","B","D","C","A",NA,"A",NA,"F","B","C","C",NA,"D","A","C","A","D",NA,"C","F","A",NA,"A","A","E","C","D","B","B","E","A"
"A",NA,"A","B","B","B","D","E","A","A",NA,NA,NA,NA,NA,"B","C","E",NA,"D","C","A","B","B","C","F","A","A","D",NA,"B","F","D","E",NA,"F",NA,"F","B","A","A","A","C","D","D","A","D","C","A"
"A","B","A",NA,"A","A","D","E","A","B","B",NA,NA,"C","B","B","B","B",NA,"B","C","A","B","A",NA,"F","D",NA,"C","C","D","A","D",NA,"D","B",NA,NA,"D","C",NA,"D","A","B","D","B","A",NA,"A"
"A",NA,"A","A","B","B","D","F","A","C","A","C","B","D","C","B","A","E","E","B","C","B","B","A","C","D",NA,NA,"B","D","B","B","A","A","E","B",NA,"C","B","D",NA,"A","A","C","D","B","A","F",NA
"B",NA,"A","B","B","C","D",NA,"D",NA,"A","C","B","D","D","B","D","E","E","D","F","B","A","A","B","B",NA,"A","B","D","D","A","C","E","F","E","A",NA,"B","A","C","A","C","A","D","B","A","E","C"
NA,"C","A","D","B","B","B","C","D",NA,"C","A","B",NA,"E","A","C","A","F","A","B","A",NA,"B","B","D","C","A","A","D","B","A","D",NA,"F","C","B","C","A",NA,"B","D","D","E","D","B","B","B","C"
"B","A","A",NA,"B","A","D",NA,"A","B","A","B",NA,NA,"E","A","D","A","F","D","D","B","B","B",NA,"A","D","C","D",NA,"D","A","B","A","C","A","C",NA,"A",NA,"A","E","C","D","D","B","B","F","C"
"A","C","A","B","A","A","A","E","A","C","C","C","B","C",NA,"B","A","E","B","D","A","A","A","A",NA,"B","F",NA,"C","C","B","E","D",NA,"F","D",NA,"F","A","A","A","A","C","A","D","B","A","A",NA
"A",NA,"A","A","B","B","B","F","A",NA,NA,"C","B","D","E","A","A","A",NA,"D","C","A","D","B","E","F","B",NA,"C","B","B","D","B","E","D","A","A","B","A","D","A","E","E","C","D","A","C",NA,"C"
"C",NA,"A","C","C","B","A","F","B",NA,NA,NA,"B","F",NA,"A","D","C","E","A","A","A","A","B","D","C",NA,NA,"D","D","B","B","B",NA,"B","B","A",NA,"E","C",NA,"D","E","D","D","B",NA,"D","C"
"C","A","A",NA,"C","C","D","C","B",NA,NA,"C","A","E",NA,"A","B","A","F","B","D","A",NA,"A","B","C","C",NA,"A","D","E","C","D",NA,"F","A",NA,"E","A","D","A","D","E","D","D","B","C","E","A"
NA,NA,"B","C","B","A","D",NA,"A","A","C","C","C","A",NA,"A","A","A","E","B","C","B","C","B",NA,"D","A","C","D","A","D","B","C",NA,"B","C","D",NA,"A","A","C","B","C","A","E","A","D","F","A"
"A","D","B","B","A","A","D","B","A","C","A",NA,"C","E","D","A","B","A","F","C","A","A","B","B","D","C",NA,"A","B",NA,"B","C","D",NA,NA,"F","C",NA,"B","D",NA,"E","C","C","D","A","D","E","A"
"B","A","A",NA,"C","C","D",NA,"A",NA,"C","B","B","E","A","A","D","E","A","C","A","B","A","A","B","C","F","B","D","A","D","F","B",NA,NA,"A",NA,"E","A",NA,"B","E","C","E","D","A","B","C","A"
"A","C","A","B","B","C","C","E","B","A","C","A",NA,"F",NA,"A","A","E","D","D","D","A","D","A","A","E","B","B","A","B","B","B","D",NA,"E","D",NA,"C","A",NA,"E","B","E","B","D","A","B","E","A"
NA,NA,"A","A","B","A","A","D","A",NA,"C",NA,"A","A",NA,"A","D","E",NA,"C","C","B",NA,"A","E","A","B","C","C","D","E","D","B",NA,"C","E","B","F","E","D",NA,"B","C","D","D","B","C",NA,"C"
NA,"B","A","D","A","A","D","C","B","C","A","A","A","B","E","A","B","E","E","B","B","A","A","A","B","C",NA,"C","D","C","E","E","C","A","F","A","B","D","A",NA,"D","A","A","F","E","B","A","C","C"
"B","A","B","B","C","C","A",NA,"A","C",NA,"C","A","D","B","B","D","E","D","C","D","A",NA,"A","B","B",NA,"A","B","A","F","D","C","C",NA,NA,"B","E","C","C","A","D","C","D","D","A","D","F","C"
"A","B","A","A","A","A","D","F","D",NA,"B","E","C","D","A","A","B","A",NA,"A","C","A","D","B",NA,"E","D","A","B","A","E","C","B","E","D","F",NA,"A","E","C","C","E","D","C","D","A","C","F","A"
"A","A","A","D","C","A","A","F","D",NA,"A","E","A","A","B","B","A","B",NA,"D","C","B","C","B","C","F",NA,NA,"B","D","D","D","D","C","B","D","B","A","C","A","A","D","C","E","D","A","D","F","A"
"A","D","A","D","C","C","B","C","A",NA,"C","B","B",NA,"E","A","D","A","D","A","F","A","C","A","A","D","A","C","B","A","B","E","C",NA,"E","D",NA,"E","E","A","B","E","B","D","A","A","B","E","C"
"A","A","A","C","C","A","B",NA,"A","C","A",NA,NA,"A",NA,"A","D","E","F","A","D","A","A","A","D","A",NA,"A","B","A","B","F","C","C","F","F","A","C","B","A","A","D","C","E","B","A",NA,"B","A"
"B",NA,"B","C","B","B","B","F","A","C","A",NA,"B","C","B","A","A","B","A","D","B","A","D","B","D","C",NA,"C","A",NA,"F","A","B",NA,"E","D","C","F","C","D","E","A","F","F","D","B",NA,"B","C"
"A","D","B","D","C","C","D",NA,"A","B","B","C","B","D","A","A","D","A","A","A","A","A","D","A","E","A","B","B","A","B","B","F","B","A",NA,"D",NA,"A","E","D","A","E","C","E","A","B","A","B","A"
"B",NA,"A",NA,"B","C","D",NA,"B",NA,"B","C",NA,NA,"E","A","A","E",NA,"D","C","A","B","A","E","F","C",NA,"D",NA,"F","E","A","A","A","F","C","F","A","D",NA,"A","C","B","D","A","B",NA,"C"
"C","A","A","C","B","B","A",NA,"A","C","C",NA,"B",NA,NA,"B","B","B",NA,"B","C","B","B","A","B","C",NA,"A","B","D","C","D","D",NA,NA,"D","A",NA,"D","A",NA,"B","C","B","A","B","B",NA,"A"
"B",NA,"A","B","B","A","B",NA,"A",NA,NA,"C","A","A","A","A","D","E","E","B","E","A","A","A",NA,"F","D","A","B","B","D","D","A","C","B","D","B","E","E",NA,"E","D","C","D","D","B",NA,"B","A"
"B","D","A","C","C","A","D","C","A",NA,"C","C","A",NA,"D","B","D","A",NA,"D","C","A","A","B",NA,"A","E","C","A",NA,"F","D","C",NA,"B","E",NA,"E","C","A","E","E","A","B","A","B","A","B","A"
NA,NA,"A","C","B","B","A","F","A",NA,"C","C","B",NA,NA,"A","C","A","D","C","F","B",NA,"B","E","C",NA,NA,"D","B","E","B","D","E",NA,"B","B","F","E","D","A","D","C","C","D","B","B",NA,NA
"B",NA,"A",NA,"B","B","A","B","A","A","B","A",NA,"A","A","B","A","B","D","B","F","A","B","A","E","C","C",NA,"D","C","C","D","C","C","A","E","D","F","E","C",NA,"D","A","D","D","B","A",NA,"A"
"B",NA,"B","C","B","C","A","D","A","C","A",NA,"B","D","D","A","D","A","F","B","D","A","C","B","E","E",NA,"C","C","A","F","D","A","A",NA,"B","D","F","B","D","B","D","C","B","D","A","B","F",NA
"B",NA,"A",NA,"B","A","A","F","A","B",NA,"C","A","A","D","A","D","B",NA,"D","C","B",NA,"A","D","D","B","C","C","D","E","F","C",NA,"D","E","B",NA,"C","A",NA,"D","A","A","D","B",NA,NA,"A"
"B","D","A","C","B","A","B",NA,"A",NA,"B","C","B",NA,"B","B","A","A","A","B","C","A","C","B",NA,"A","D","C","C",NA,"E","B","C","E","A","D","C","F","E","A","B","D","B","B","D","B","D","E","A"
"B",NA,"A","C","B","C","D",NA,"D","B","A","C","B","A","C","A","D","E","C","B","D","A","D","A","D","E","B","C","B","D","D","D","B","C","C","B",NA,NA,"A","C","A","B","C","E","D","B",NA,"A","A"
NA,NA,"A",NA,"B","A","A","F","A","C",NA,"A",NA,"E","D","A","D","E","A","D","A","A",NA,"A",NA,"D",NA,"C","A","D","E","E","D",NA,"B","C","A","E","B","B",NA,"E","A","D","D","B","D","B","C"
"B","B","A","A","A","C","B","A","A","A","B",NA,"B","C","B","A","B","A",NA,"D","C","B","A","A","D","E",NA,"B","C",NA,"C","B","B","E","F","A",NA,"F","A","C","B","E","A","B","D","B",NA,"A","A"
"A","A","A","B","C","B","A","A","A",NA,"A","A","A","E","C","A","D","A","F","A","A","B","C","A","E","B","C","C","B","A","B","D","C","C","D",NA,"B","F","D","A","D","D","E","E","E","A","C","B","A"
"C","D","A","C","A","B","B","F","B","C","A","C","B","B","C","A","C","A","F","B","A","A","D","B","F","C",NA,"A","D","A","C","F","C","A","A",NA,"A",NA,"A","A","C","D","E","A","D","A","A","A","C"
"B",NA,"A","D","B","B","E",NA,"A",NA,"C","E","B",NA,NA,"A","C","B","E","A","F","A","B","A","D","D",NA,"B","A","C","C","F","C",NA,NA,"D","C","F","A","A",NA,"E","C","B","D","B",NA,NA,"A"
"C","B","A",NA,"B","A","D","D","A","C","C","C","A","E",NA,"B","D","B",NA,"C","C","A","B","B",NA,"A","B","B","C",NA,"C","F","A",NA,NA,"D",NA,NA,"D","C",NA,"D","C","E","D","A","C","C","A"
"B","D","B",NA,"A","A","D","B","A","B","C","C",NA,"D",NA,"A","C","E","A","D","B","A","B","A","E","E","C","A","B","D","A","C","B",NA,"B","C",NA,"F","D","B","E","E","F","C","D","B","D","F","A"
"A",NA,"A","C","B","C","B",NA,"D","C","A",NA,"B",NA,"B","A","B","E","E","B","C","B","A","A","E","A",NA,"C","B",NA,"A","F","A","C",NA,"A",NA,"F","C","B","A","E","C","E","D","A",NA,NA,NA
"B",NA,"A",NA,"B","A","D","F","A",NA,"C","C",NA,NA,NA,"A","D","E","E","B","C","A","B","A","C","B",NA,"C","D","C","F","E","D","C",NA,"D","B","F","B","A",NA,"E","C","E","D","B","B","E","C"
"B","C","A","C","C","C","D","D","A",NA,"C","B",NA,"E","B","A","A","E",NA,"C","C","A","A","A","B","E","D",NA,"C","B","C","C","B","C","C","D",NA,"F","C","A","A","D","C","C","D","A","D","E","A"
"B","A","B","C","C","A","D","D","A","B","C","A","A","B","B","A","A","A","C","B","D","B","A","B",NA,"D","C",NA,"D","D","A","B","C",NA,NA,"F",NA,"F","A","A",NA,"D","C","B","D","B","D","F",NA
NA,"A","B","D","B","C","B",NA,"A","A",NA,"D",NA,"D","B","A","D","B","E","D","A","A","D","A",NA,"A",NA,"C","D","B","E","F","B","A","E","A","A","A","A","C","A","E","C","D","D","B","D","A","A"
"B","A","A","D","A","A","D","C","A","C","C","E","A","A","A","B","B","B","A","C","E","A","A","B",NA,"E",NA,"A","A",NA,"D","F","B",NA,"D","B","C","F","B","C","A","A","B","C","D","A","C","F","A"
"B","D","A",NA,"C","A","A","C","A",NA,"A","A","A","A",NA,"A","D","C",NA,"B","C","A","B","A",NA,"E",NA,"C","A","D","F","F","A",NA,NA,"A","A","F","A","B","E","E","C","D","D","B","C",NA,"A"
"B",NA,"A","A","B","A","A",NA,"B","A","C","C","A","D",NA,"A","A","E",NA,"D","C","B","C","A","A","B","F",NA,"D","B","D","F","C","C",NA,"C","B","E","E",NA,NA,"E","C","B","D","B","D",NA,"A"
"A","C","B","B","C","C","A",NA,"A","A","B","C","B",NA,"E","A","A","E","C","B","C","A","C","A","B","B",NA,NA,"C",NA,"B","F","B","E","C","A","A","C","E","D","E","D","A","F","A","B","D","F","A"
NA,"A","B","A","C","C","D",NA,"A","C","B","C","A","A","D","A","B","B",NA,"D","C","A",NA,"A","A","B",NA,"A","A","C","E","C","D","A",NA,"C","B",NA,"A","D","A","E","C","C","D","A","A","C","A"
"A",NA,"A","C","B","B","D","D","A",NA,"A","C","B","A","D","A","D","E","E","D","E","B","A","A","F","C",NA,"A","C","A","D","C","C","C","F","F",NA,"A","B","A",NA,"D","B","D","A","A","C","B","A"
"B","D","A","D","C","A","B",NA,"A",NA,"A","C","A","B","C","B","A","A","A","C","C","A","A","A",NA,"A",NA,"C","C","A","F","B","B","C","D",NA,"A",NA,"D","C","C","E","C","F","D","A","A","A",NA
"B","B","A","A","C","C","D",NA,"B","C","A","C","A","B","B","A","D","E",NA,"D","C","B","C","A",NA,"C","D","B","A","D","A","B","C","C",NA,"B",NA,"F","E","A","E","C","C","E","D","B","B","D",NA
NA,NA,"A",NA,"B","A","D","A","A","B","B","C","A","E","C","B","D","E",NA,"C","C","A",NA,"A",NA,"C","B","C","C","C","E","A","B","E","C","A",NA,"F","A","D",NA,"D","F","E","A","A","B",NA,NA
"B","A","A","B","A","A","D","B","A","A","B",NA,"A",NA,"C","B","B","E","A","B","A","B","A","A","D","B","C",NA,"D","D","D","D","C","E","B","D",NA,NA,"D","A",NA,"D","F","E","E","B",NA,NA,"C"
"B",NA,"A","D","B","C","D","E","D",NA,"C","C","B","A",NA,"B","A","B",NA,"C","C","B","A","A","A","D",NA,NA,"A",NA,"F","D","B","E","E","C",NA,NA,"A","A","A","D","A","F","D","B","C","F","C"
"A",NA,"B","B","B","A","D","E","A","C",NA,NA,"A",NA,NA,"A","B","B","C","C","F","A","D","A",NA,"D",NA,NA,"D","C","B","B","A","C","C",NA,NA,NA,"D","B","A","E","B","D","D","A","A","D",NA
NA,NA,"A","C","A","A","B",NA,"A","C","A","A","C","A","D","B","B","E","D","B","F","A","A","A",NA,"D","D","C","C","D","F","D","C","C","B","A","C","A","A","A","A","E","F","D","D","B","C","B","A"
"C","B","A",NA,"B","A","A","E","A","A","C",NA,NA,"F",NA,"B","B","E","C","D","F","A","B","A","D","C","B","B","B",NA,"B","B","A","A","C","E","C","E","D","B","A","B","B","D","E","B","B","C",NA
"B","C","B","C","A","A","D","F","A","C","C","C","C","D",NA,"A","A","A",NA,"C","C","B","A","B",NA,"D",NA,NA,"B","D","D","E","B","A","C","F","C","D","E","C","E","D","B","E","E","B","D","F","C"
"A",NA,"A",NA,"B","C","D","A","A",NA,"C","C",NA,"B",NA,"B","B","E","F","C","A","A","B","A","D","A","C","A","D","A","D","B","D","E",NA,"A",NA,NA,"B","D",NA,"D","C","B","D","B",NA,"A","A"
"A","D","A","C","A","B","D","F","A",NA,NA,"E","B","D","B","B","B","A","D","B","E","A","D","A","C","B","E","C","C",NA,"D","D","B","C","E","E",NA,NA,"E","C","A","E","E","D","D","B","C","C","A"
"A",NA,"B","B","B","C","E","C","D","C","C","C","A",NA,NA,"A","A","A","C","A","B","A","A","B","C","F",NA,NA,"B","D","B","B","B",NA,NA,"A","B","E","A","C","A","C","B","C","D","B","D","A","A"
"C","D","A",NA,"B","C","E",NA,"A",NA,NA,"C",NA,"B",NA,"B","A","A","A","B","A","B",NA,"B","C","B","B",NA,"C","B","A","A","D",NA,"F","F","B","E","E",NA,"E","D","C","D","D","A","D","D","A"
"A","B","A","C","A","B","A",NA,"A","A","C","C","B","A",NA,"B","C","E","E","D","A","B","A","A","B","C","A","C","C","A","A","F","C",NA,NA,"C","B","E","C",NA,"B","D","C","E","D","A","B","B","A"
NA,"A","A","A","C","C","D","F","A","A","B","C",NA,"A","C","B","B","E","F","B","F","B","B","B",NA,"E",NA,"B","A",NA,"E","F","B","C",NA,"A",NA,NA,"A",NA,NA,"D","C","C","D","B","B",NA,NA
NA,"D","A","B","A","C","A","E","B",NA,"C","C","A",NA,NA,"B","C","E","B","A","E","B",NA,"A","F","A",NA,"B","A",NA,"D","B","D",NA,NA,"D","C","F","A","A","D","D","F","C","D","B",NA,"E","A"
